Code_commune_INSEE,Nom_commune,Code_postal,Ligne_5,Libellé_d_acheminement,coordonnees_geographiques_x,coordonnees_geographiques_y
22387,LE VIEUX MARCHE,22420,,LE VIEUX MARCHE,48.613571316,-3.438163224
22005,BELLE ISLE EN TERRE,22810,LOCMARIA,BELLE ISLE EN TERRE,48.531064511,-3.381836707
22008,BOBITAL,22100,,BOBITAL,48.414616381,-2.097435549
22009,LE BODEO,22320,,LE BODEO,48.326240143,-2.921354841
22013,BOURBRIAC,22390,,BOURBRIAC,48.466140899,-3.199849798
22018,BRELIDY,22140,,BRELIDY,48.64928975,-3.227795453
22019,BRINGOLO,22170,,BRINGOLO,48.577161164,-3.006333617
22030,CAOUENNEC LANVEZEAC,22300,,CAOUENNEC LANVEZEAC,48.705893906,-3.367553771
22030,CAOUENNEC LANVEZEAC,22300,LANVEZEAC,CAOUENNEC LANVEZEAC,48.705893906,-3.367553771
22035,LES CHAMPS GERAUX,22630,,LES CHAMPS GERAUX,48.426009281,-1.977655255
22036,LA CHAPELLE BLANCHE,22350,,LA CHAPELLE BLANCHE,48.268305714,-2.128438871
22046,LE MENE,22330,LANGOURLA,LE MENE,48.282633111,-2.531186445
22053,EREAC,22250,,EREAC,48.274286886,-2.343934976
22054,ERQUY,22430,,ERQUY,48.619417039,-2.458382714
22055,BINIC ETABLES SUR MER,22680,ETABLES SUR MER,BINIC ETABLES SUR MER,48.616851128,-2.837862888
22074,LE HAUT CORLAY,22320,,LE HAUT CORLAY,48.340493232,-3.03212617
22079,HENON,22150,,HENON,48.386748792,-2.683779789
22081,HILLION,22120,,HILLION,48.50299934,-2.646209136
22082,LE HINGLE,22100,,LE HINGLE,48.397989941,-2.082844139
22084,JUGON LES LACS COMMUNE NOUVELLE,22270,LESCOUET JUGON,JUGON LES LACS COMMUNE NOUVELLE,48.406110996,-2.326902147
22085,KERBORS,22610,,KERBORS,48.823601194,-3.1817615
22101,LANGOAT,22450,,LANGOAT,48.734972054,-3.297972166
22106,LANGUEUX,22360,LES GREVES LANGUEUX,LANGUEUX,48.5000312,-2.709716021
22114,LANRELAS,22250,,LANRELAS,48.246159706,-2.295194597
22118,LANVALLAY,22100,TRESSAINT,LANVALLAY,48.451576812,-2.011490444
22124,LESCOUET GOUAREC,22570,,LESCOUET GOUAREC,48.169287241,-3.206383116
22127,LEZARDRIEUX,22740,,LEZARDRIEUX,48.803433025,-3.109066355
22127,LEZARDRIEUX,22740,KERMOUSTER,LEZARDRIEUX,48.803433025,-3.109066355
22128,LOCARN,22340,,LOCARN,48.332425147,-3.409971201
22131,LOGUIVY PLOUGRAS,22780,,LOGUIVY PLOUGRAS,48.510493753,-3.491728034
22132,LOHUEC,22160,,LOHUEC,48.462189358,-3.526941475
22138,MAEL PESTIVIEN,22160,,MAEL PESTIVIEN,48.403766536,-3.290294541
22146,MELLIONNEC,22110,,MELLIONNEC,48.168474344,-3.290144822
22149,MERLEAC,22460,,MERLEAC,48.272646106,-2.911188349
22158,GUERLEDAN,22530,ST GUEN,GUERLEDAN,48.201483257,-2.957966114
22164,PEDERNEC,22540,,PEDERNEC,48.588026489,-3.277099925
22168,PERROS GUIREC,22700,LA CLARTE,PERROS GUIREC,48.812104419,-3.466956832
22171,PLAINTEL,22940,,PLAINTEL,48.410267274,-2.810348049
22176,PLEDRAN,22960,,PLEDRAN,48.443222941,-2.745103235
22182,PLELO,22170,ST JEAN PLELO,PLELO,48.554037429,-2.927614501
22190,PLESLIN TRIGAVOU,22490,,PLESLIN TRIGAVOU,48.527547035,-2.071277209
22190,PLESLIN TRIGAVOU,22490,TRIGAVOU,PLESLIN TRIGAVOU,48.527547035,-2.071277209
22196,PLEUDANIEL,22740,,PLEUDANIEL,48.761963472,-3.154469571
22203,PLOEUC L HERMITAGE,22150,L HERMITAGE LORGE,PLOEUC L HERMITAGE,48.340742832,-2.795292566
22204,PLOEZAL,22260,,PLOEZAL,48.716832645,-3.180858529
22208,PLOUASNE,22830,,PLOUASNE,48.311805596,-2.007927734
22209,BEAUSSAIS SUR MER,22650,TREGON,BEAUSSAIS SUR MER,48.560466315,-2.136524705
22210,PLOUBAZLANEC,22620,,PLOUBAZLANEC,48.805320954,-3.04473119
22210,PLOUBAZLANEC,22620,LOGUIVY DE LA MER,PLOUBAZLANEC,48.805320954,-3.04473119
22219,PLOUGUENAST LANGAST,22150,LANGAST,PLOUGUENAST LANGAST,48.279779756,-2.690027031
22220,PLOUGUERNEVEL,22110,,PLOUGUERNEVEL,48.234168387,-3.24730828
22222,PLOUHA,22580,,PLOUHA,48.682031087,-2.931519031
22223,PLOUISY,22200,,PLOUISY,48.583991478,-3.191243271
22224,PLOULEC H,22300,,PLOULEC H,48.71803918,-3.500180988
22233,PLOURIVO,22860,,PLOURIVO,48.741509933,-3.091598736
22234,PLOUVARA,22170,,PLOUVARA,48.497149085,-2.925239702
22238,PLUFUR,22310,,PLUFUR,48.610933451,-3.572433927
22244,PLUSSULIEN,22320,,PLUSSULIEN,48.278224784,-3.065549062
22251,PORDIC,22590,TREMELOIR,PORDIC,48.567376479,-2.830210008
22254,PRAT,22140,,PRAT,48.682032486,-3.298021229
22258,QUESSOY,22120,,QUESSOY,48.426865219,-2.656445334
22259,QUEVERT,22100,L AUBLETTE QUEVERT,QUEVERT,48.463001441,-2.085788252
22261,QUINTENIC,22400,,QUINTENIC,48.510245829,-2.42140181
22263,LE QUIOU,22630,,LE QUIOU,48.345721771,-1.997145194
22266,ROSTRENEN,22110,BONEN,ROSTRENEN,48.22135025,-3.311657917
22267,ROUILLAC,22250,,ROUILLAC,48.306583785,-2.369103265
22269,RUNAN,22260,,RUNAN,48.686788237,-3.227091755
22278,ST BRIEUC,22000,,ST BRIEUC,48.514851378,-2.763309782
22285,ST CONNEC,22530,,ST CONNEC,48.18018553,-2.925741646
22300,ST HERVE,22460,,ST HERVE,48.274153231,-2.812255966
22310,ST LAURENT,22140,,ST LAURENT,48.615843029,-3.242977938
22312,ST MADEN,22350,,ST MADEN,48.337612863,-2.068751658
22315,ST MAUDEZ,22980,,ST MAUDEZ,48.454479579,-2.182541955
22320,ST NICODEME,22160,,ST NICODEME,48.354078023,-3.339845092
22322,ST PEVER,22720,,ST PEVER,48.482530838,-3.090727046
22323,ST POTAN,22550,,ST POTAN,48.557421713,-2.293195035
22325,ST QUAY PORTRIEUX,22410,KERTUGAL,ST QUAY PORTRIEUX,48.654096289,-2.84326682
22330,ST THELO,22460,,ST THELO,48.246378672,-2.840953157
22335,SENVEN LEHART,22720,,SENVEN LEHART,48.435248163,-3.065250536
22341,TRAMAIN,22640,,TRAMAIN,48.399918388,-2.389069547
22348,TREDIAS,22250,,TREDIAS,48.365029092,-2.22318559
22362,TREGUIER,22220,,TREGUIER,48.784328349,-3.23236607
22364,TRELIVAN,22100,,TRELIVAN,48.430507521,-2.106615694
22368,TREMEREUC,22490,,TREMEREUC,48.560306748,-2.063742233
22373,TREOGAN,22340,,TREOGAN,48.186935466,-3.529372716
22386,LE VIEUX BOURG,22800,,LE VIEUX BOURG,48.390679498,-3.003639078
35007,AUBIGNE,35250,,AUBIGNE,48.298830254,-1.630951186
35023,BEDEE,35137,,BEDEE,48.18675058,-1.950020714
35028,BOISTRUDAN,35150,,BOISTRUDAN,47.975500716,-1.397422293
35031,LA BOUEXIERE,35340,,LA BOUEXIERE,48.174546254,-1.437026892
35035,BOVEL,35330,,BOVEL,47.956771612,-1.959768254
35042,BRIELLES,35370,,BRIELLES,48.011590508,-1.098540288
35049,CANCALE,35260,,CANCALE,48.683242622,-1.865333553
35054,CHANTELOUP,35150,,CHANTELOUP,47.954056451,-1.624807759
35069,CHATEAUGIRON,35410,OSSE,CHATEAUGIRON,48.048968229,-1.474638706
35079,CHEVAIGNE,35250,,CHEVAIGNE,48.224446064,-1.636306894
35088,CORPS NUDS,35150,,CORPS NUDS,47.982426456,-1.570161011
35090,CREVIN,35320,,CREVIN,47.930330451,-1.656788878
35096,DOMAGNE,35113,,DOMAGNE,48.067437398,-1.406221822
35102,DROUGES,35130,,DROUGES,47.902172396,-1.260200779
35104,EPINIAC,35120,,EPINIAC,48.499724537,-1.703047179
35105,ERBREE,35500,,ERBREE,48.109336415,-1.116868389
35108,ESSE,35150,,ESSE,47.947944684,-1.430520112
35116,LA FRESNAIS,35111,,LA FRESNAIS,48.587687476,-1.835208959
35123,GOVEN,35580,,GOVEN,48.009791318,-1.839069242
35126,GUICHEN,35580,PONT REAN,GUICHEN,47.965347345,-1.790206811
35127,GUIGNEN,35580,,GUIGNEN,47.923420363,-1.861984663
35131,L HERMITAGE,35590,,L HERMITAGE,48.1221055,-1.816343302
35139,LAILLE,35890,,LAILLE,47.967022301,-1.713936819
35144,LANGAN,35850,,LANGAN,48.236015015,-1.84518875
35151,LIEURON,35550,,LIEURON,47.851918694,-1.929676391
35163,LUITRE DOMPIERRE,35133,LUITRE,LUITRE DOMPIERRE,48.286812702,-1.134053358
35173,MELESSE,35520,,MELESSE,48.219361883,-1.68958172
35184,MONTAUBAN DE BRETAGNE,35360,,MONTAUBAN DE BRETAGNE,48.204274062,-2.065450873
35201,MUEL,35290,,MUEL,48.120061317,-2.162483977
35208,ORGERES,35230,,ORGERES,47.985215896,-1.665760588
35212,PANCE,35320,,PANCE,47.888672375,-1.642834545
35215,PARIGNE,35133,,PARIGNE,48.425640614,-1.197695447
35217,LE PERTRE,35370,,LE PERTRE,48.034612373,-1.056081331
35218,LE PETIT FOUGERAY,35320,,LE PETIT FOUGERAY,47.927969263,-1.616225014
35219,PIPRIAC,35550,,PIPRIAC,47.811361881,-1.937297429
35220,PIRE CHANCE,35150,PIRE SUR SEICHE,PIRE CHANCE,48.013516794,-1.421499868
35220,PIRE CHANCE,35680,CHANCE,PIRE CHANCE,48.013516794,-1.421499868
35224,PLERGUER,35540,,PLERGUER,48.528689836,-1.846075142
35229,POCE LES BOIS,35500,,POCE LES BOIS,48.115040393,-1.259135752
35240,LE RHEU,35650,MOIGNE,LE RHEU,48.097273889,-1.781007436
35251,ST AUBIN D AUBIGNE,35250,,ST AUBIN D AUBIGNE,48.261935057,-1.600351602
35252,ST AUBIN DES LANDES,35500,,ST AUBIN DES LANDES,48.100366604,-1.291507241
35253,ST AUBIN DU CORMIER,35140,,ST AUBIN DU CORMIER,48.258346134,-1.420952369
35258,ST BRIEUC DES IFFS,35630,,ST BRIEUC DES IFFS,48.303795006,-1.84330011
35262,STE COLOMBE,35134,,STE COLOMBE,47.895370125,-1.457512661
35273,ST GERMAIN EN COGLES,35133,,ST GERMAIN EN COGLES,48.397527708,-1.264843898
35283,ST JEAN SUR VILAINE,35220,,ST JEAN SUR VILAINE,48.121188134,-1.339791394
35287,ST LUNAIRE,35800,,ST LUNAIRE,48.620039988,-2.096788107
35300,ST M HERVE,35500,,ST M HERVE,48.172504186,-1.111556071
35307,ST PERN,35190,,ST PERN,48.281246623,-1.983124129
35308,MESNIL ROC H,35720,LANHELIN,MESNIL ROC H,48.45801406,-1.8778414
35324,LA SELLE EN LUITRE,35133,,LA SELLE EN LUITRE,48.320559708,-1.150905597
35334,THORIGNE FOUILLARD,35235,,THORIGNE FOUILLARD,48.156614494,-1.584439279
35336,LE TIERCENT,35460,,LE TIERCENT,48.350022963,-1.423469176
35340,TREFFENDEL,35380,,TREFFENDEL,48.031645854,-2.008692214
35342,TREMEHEUC,35270,,TREMEHEUC,48.438558826,-1.697374151
35347,VAL D IZE,35450,,VAL D IZE,48.189822063,-1.305068773
35351,LE VERGER,35160,,LE VERGER,48.06581629,-1.936318065
35352,VERN SUR SEICHE,35770,,VERN SUR SEICHE,48.052832822,-1.605159583
35359,VISSEICHE,35130,,VISSEICHE,47.96029489,-1.298477406
35004,VAL COUESNON,35460,ST OUEN LA ROUERIE,VAL COUESNON,48.440079368,-1.46268206
35004,VAL COUESNON,35460,TREMBLAY,VAL COUESNON,48.440079368,-1.46268206
35005,ARBRISSEL,35130,,ARBRISSEL,47.927055054,-1.294968902
35008,AVAILLES SUR SEICHE,35130,,AVAILLES SUR SEICHE,47.95811218,-1.185595694
35009,BAGUER MORVAN,35120,,BAGUER MORVAN,48.504865519,-1.771688804
35012,BAIN DE BRETAGNE,35470,,BAIN DE BRETAGNE,47.830230111,-1.676337044
35026,BLERUAIS,35750,,BLERUAIS,48.115852624,-2.115549866
35040,BRETEIL,35160,,BRETEIL,48.13824013,-1.910452531
35041,BRIE,35150,,BRIE,47.951364395,-1.550563938
35047,BRUZ,35170,,BRUZ,48.025911899,-1.748505182
35050,CARDROC,35190,,CARDROC,48.284705384,-1.893575864
35062,LA CHAPELLE JANSON,35133,,LA CHAPELLE JANSON,48.335544395,-1.085407775
35064,LA CHAPELLE DE BRAIN,35660,BRAIN SUR VILAINE,LA CHAPELLE DE BRAIN,47.697573578,-1.93488095
35069,CHATEAUGIRON,35410,ST AUBIN DU PAVAIL,CHATEAUGIRON,48.048968229,-1.474638706
35070,CHATEAUNEUF D ILLE ET VILAINE,35430,,CHATEAUNEUF D ILLE ET VILAINE,48.558025261,-1.928494794
35081,CLAYES,35590,,CLAYES,48.179059235,-1.853756753
35094,DINGE,35440,,DINGE,48.346978143,-1.710256954
35095,DOL DE BRETAGNE,35120,,DOL DE BRETAGNE,48.53657567,-1.742081591
35096,DOMAGNE,35113,CHAUMERE,DOMAGNE,48.067437398,-1.406221822
35098,LA DOMINELAIS,35390,,LA DOMINELAIS,47.763436252,-1.673542957
35111,LE FERRE,35420,,LE FERRE,48.486612438,-1.294215701
35115,FOUGERES,35300,,FOUGERES,48.352771263,-1.194408883
35118,GAHARD,35490,,GAHARD,48.288216965,-1.527197455
35134,LES IFFS,35630,,LES IFFS,48.294147859,-1.866345129
35135,IRODOUER,35850,,IRODOUER,48.246246433,-1.950393748
35137,JAVENE,35133,,JAVENE,48.317090679,-1.205977158
35141,LANDAVRAN,35450,,LANDAVRAN,48.161005236,-1.284832918
35142,LANDEAN,35133,,LANDEAN,48.413114562,-1.147801862
35143,LANDUJAN,35360,,LANDUJAN,48.247669444,-2.008431452
35153,LILLEMER,35111,,LILLEMER,48.570817632,-1.854967085
35159,LOURMAIS,35270,,LOURMAIS,48.441496683,-1.732732675
35161,LOUVIGNE DE BAIS,35680,,LOUVIGNE DE BAIS,48.052348459,-1.338702593
35165,MARCILLE ROBERT,35240,,MARCILLE ROBERT,47.958577597,-1.353755924
35166,MARPIRE,35220,,MARPIRE,48.147043256,-1.3525635
35172,MEILLAC,35270,,MEILLAC,48.420491151,-1.822575993
35179,MINIAC MORVAN,35540,,MINIAC MORVAN,48.52473183,-1.895125004
35179,MINIAC MORVAN,35540,VIEUX BOURG,MINIAC MORVAN,48.52473183,-1.895125004
35180,MINIAC SOUS BECHEREL,35190,,MINIAC SOUS BECHEREL,48.281019759,-1.926872339
35181,LE MINIHIC SUR RANCE,35870,,LE MINIHIC SUR RANCE,48.57590288,-2.013128654
35183,MONDEVERT,35370,,MONDEVERT,48.084506649,-1.090383618
35191,LES PORTES DU COGLAIS,35460,COGLES,LES PORTES DU COGLAIS,48.449190246,-1.335649608
35191,LES PORTES DU COGLAIS,35460,LA SELLE EN COGLES,LES PORTES DU COGLAIS,48.449190246,-1.335649608
35194,MONTREUIL SOUS PEROUSE,35500,,MONTREUIL SOUS PEROUSE,48.151152213,-1.242587848
35197,MOUAZE,35250,,MOUAZE,48.218232385,-1.607565691
35199,MOUSSE,35130,,MOUSSE,47.917523189,-1.279407326
35211,PAIMPONT,35380,,PAIMPONT,48.030311573,-2.173201511
35231,POLIGNE,35320,,POLIGNE,47.898984529,-1.686079119
35238,RENNES,35000,,RENNES,48.111680407,-1.681868718
35238,RENNES,35200,,RENNES,48.111680407,-1.681868718
35242,RIMOU,35560,,RIMOU,48.387738972,-1.528373966
35244,ROMAZY,35490,,ROMAZY,48.380548984,-1.493199309
35246,ROZ LANDRIEUX,35120,,ROZ LANDRIEUX,48.54581768,-1.817518809
35248,SAINS,35610,,SAINS,48.555987628,-1.603981171
35259,ST BROLADRE,35120,,ST BROLADRE,48.580120857,-1.661164406
35261,ST CHRISTOPHE DE VALAINS,35140,,ST CHRISTOPHE DE VALAINS,48.341370822,-1.45143647
35266,ST ERBLON,35230,,ST ERBLON,48.018912087,-1.64259933
35271,ST GEORGES DE REINTEMBAULT,35420,,ST GEORGES DE REINTEMBAULT,48.512984563,-1.235179946
35284,ST JOUAN DES GUERETS,35430,,ST JOUAN DES GUERETS,48.603981667,-1.965289672
35288,ST MALO,35400,CHATEAU MALO,ST MALO,48.640048719,-1.980865007
35292,ST MARC LE BLANC,35460,,ST MARC LE BLANC,48.373397199,-1.397723784
35295,ST MAUGAN,35750,,ST MAUGAN,48.136724076,-2.102191241
35299,ST MELOIR DES ONDES,35350,,ST MELOIR DES ONDES,48.638657152,-1.905853545
35302,ST ONEN LA CHAPELLE,35290,,ST ONEN LA CHAPELLE,48.169476446,-2.15567786
35311,ST SEGLIN,35330,,ST SEGLIN,47.851770916,-2.026009171
35314,ST SULIAC,35430,,ST SULIAC,48.570531765,-1.967277437
35319,ST THURIAL,35310,,ST THURIAL,48.033491506,-1.940538722
35329,SOUGEAL,35610,,SOUGEAL,48.502288489,-1.515062705
35331,TALENSAC,35160,,TALENSAC,48.091170747,-1.926136806
35333,LE THEIL DE BRETAGNE,35240,,LE THEIL DE BRETAGNE,47.917872147,-1.421841216
35337,TINTENIAC,35190,,TINTENIAC,48.323509405,-1.829943528
35343,TRESBOEUF,35320,,TRESBOEUF,47.88050423,-1.553518646
35358,LA VILLE ES NONAIS,35430,,LA VILLE ES NONAIS,48.549161799,-1.952303676
35360,VITRE,35500,,VITRE,48.114112003,-1.193482325
35002,AMANLIS,35150,,AMANLIS,47.999806826,-1.496122011
35004,VAL COUESNON,35560,LA FONTENELLE,VAL COUESNON,48.440079368,-1.46268206
35013,BAINS SUR OUST,35600,,BAINS SUR OUST,47.712200336,-2.075624016
35014,BAIS,35680,,BAIS,48.011079769,-1.305387481
35015,BALAZE,35500,,BALAZE,48.177906445,-1.183241566
35018,LA BAZOUGE DU DESERT,35420,,LA BAZOUGE DU DESERT,48.44396455,-1.109672763
35024,BETTON,35830,,BETTON,48.181255767,-1.646455875
35027,BOISGERVILLY,35360,,BOISGERVILLY,48.166812207,-2.083578171
35029,BONNEMAIN,35270,,BONNEMAIN,48.471175498,-1.761334343
35030,LA BOSSE DE BRETAGNE,35320,,LA BOSSE DE BRETAGNE,47.868166289,-1.588805281
35032,BOURGBARRE,35230,,BOURGBARRE,47.988624621,-1.622400821
35038,BREAL SOUS VITRE,35370,,BREAL SOUS VITRE,48.092529231,-1.060770881
35039,BRECE,35530,,BRECE,48.110479219,-1.489810166
35046,LES BRULAIS,35330,,LES BRULAIS,47.890718924,-2.056038453
35052,CHAMPEAUX,35500,,CHAMPEAUX,48.13885915,-1.300822699
35057,LA CHAPELLE BOUEXIC,35330,,LA CHAPELLE BOUEXIC,47.937092981,-1.923024639
35060,LA CHAPELLE DU LOU DU LAC,35360,LA CHAPELLE DU LOU,LA CHAPELLE DU LOU DU LAC,48.21578004,-1.993519164
35064,LA CHAPELLE DE BRAIN,35660,,LA CHAPELLE DE BRAIN,47.697573578,-1.93488095
35065,LA CHAPELLE THOUARAULT,35590,,LA CHAPELLE THOUARAULT,48.125188415,-1.858215357
35067,CHASNE SUR ILLET,35250,,CHASNE SUR ILLET,48.23539,-1.571415519
35068,CHATEAUBOURG,35220,BROONS SUR VILAINE,CHATEAUBOURG,48.119808108,-1.40403902
35068,CHATEAUBOURG,35220,ST MELAINE,CHATEAUBOURG,48.119808108,-1.40403902
35071,LE CHATELLIER,35133,,LE CHATELLIER,48.425897,-1.245714576
35080,CINTRE,35310,,CINTRE,48.10859218,-1.885947268
35082,COESMES,35134,,COESMES,47.872210783,-1.416270817
35085,COMBOURG,35270,,COMBOURG,48.408754722,-1.745342966
35087,CORNILLE,35500,,CORNILLE,48.082325504,-1.31384462
35089,LA COUYERE,35320,,LA COUYERE,47.894155579,-1.501743431
35103,EANCE,35640,,EANCE,47.82372125,-1.251937613
35109,ETRELLES,35370,,ETRELLES,48.069743539,-1.215970424
35110,FEINS,35440,,FEINS,48.328169248,-1.625908541
35120,GEVEZE,35850,,GEVEZE,48.213318833,-1.799006208
35121,GOSNE,35140,,GOSNE,48.250380555,-1.458664152
35122,LA GOUESNIERE,35350,,LA GOUESNIERE,48.603006761,-1.887280109
35128,GUIPEL,35440,,GUIPEL,48.292447195,-1.723623456
35130,HEDE BAZOUGES,35630,,HEDE BAZOUGES,48.302176978,-1.777738898
35130,HEDE BAZOUGES,35630,BAZOUGES SOUS HEDE,HEDE BAZOUGES,48.302176978,-1.777738898
35133,IFFENDIC,35750,,IFFENDIC,48.113977658,-2.024155892
35154,LIVRE SUR CHANGEON,35450,,LIVRE SUR CHANGEON,48.227214855,-1.34848339
35164,MARCILLE RAOUL,35560,,MARCILLE RAOUL,48.374837067,-1.61377678
35168,VAL D ANAST,35330,CAMPEL,VAL D ANAST,47.900118581,-2.0223224
35170,MECE,35450,,MECE,48.241175109,-1.286500505
35174,MELLE,35420,,MELLE,48.484389875,-1.191082025
35176,GUIPRY MESSAC,35480,GUIPRY,GUIPRY MESSAC,47.821564405,-1.830472392
35176,GUIPRY MESSAC,35480,MESSAC,GUIPRY MESSAC,47.821564405,-1.830472392
35177,LA MEZIERE,35520,,LA MEZIERE,48.212650776,-1.750678342
35184,MONTAUBAN DE BRETAGNE,35360,ST M HERVON,MONTAUBAN DE BRETAGNE,48.204274062,-2.065450873
35186,MONT DOL,35120,,MONT DOL,48.57083808,-1.758182893
35187,MONTERFIL,35160,,MONTERFIL,48.060057611,-1.990377151
35189,MONTGERMONT,35760,,MONTGERMONT,48.154003362,-1.717025903
35192,MONTREUIL DES LANDES,35210,,MONTREUIL DES LANDES,48.250872523,-1.227911983
35193,MONTREUIL LE GAST,35520,,MONTREUIL LE GAST,48.243954182,-1.720396071
35196,MORDELLES,35310,,MORDELLES,48.085914654,-1.842661283
35198,MOULINS,35680,,MOULINS,48.008781973,-1.362902107
35204,NOUVOITOU,35410,,NOUVOITOU,48.030580726,-1.552345417
35210,PACE,35740,,PACE,48.152674506,-1.777329248
35214,PARCE,35210,,PARCE,48.271005707,-1.19468484
35221,PLECHATEL,35470,,PLECHATEL,47.875174658,-1.734109442
35221,PLECHATEL,35470,LE CHATELLIER,PLECHATEL,47.875174658,-1.734109442
35227,PLEUMELEUC,35137,,PLEUMELEUC,48.183417782,-1.893568876
35234,QUEDILLAC,35290,,QUEDILLAC,48.237792708,-2.143733987
35241,LA RICHARDAIS,35780,,LA RICHARDAIS,48.609177009,-2.043645276
35245,ROMILLE,35850,,ROMILLE,48.222420169,-1.878721428
35247,ROZ SUR COUESNON,35610,,ROZ SUR COUESNON,48.596239636,-1.593200502
35249,STE ANNE SUR VILAINE,35390,,STE ANNE SUR VILAINE,47.734161793,-1.805152664
35256,ST BRIAC SUR MER,35800,,ST BRIAC SUR MER,48.615694771,-2.123852974
35257,MAEN ROCH,35460,ST BRICE EN COGLES,MAEN ROCH,48.400636918,-1.345728525
35260,ST CHRISTOPHE DES BOIS,35210,,ST CHRISTOPHE DES BOIS,48.226697084,-1.236374731
35263,ST COULOMB,35350,,ST COULOMB,48.677237284,-1.921140398
35276,ST GONDRAN,35630,,ST GONDRAN,48.268128154,-1.82537019
35277,ST GONLAY,35750,,ST GONLAY,48.113097851,-2.076230518
35279,ST GUINOUX,35430,,ST GUINOUX,48.580012533,-1.888639378
35282,RIVES DU COUESNON,35140,ST GEORGES DE CHESNE,RIVES DU COUESNON,48.284927722,-1.345743452
35289,ST MALO DE PHILY,35480,,ST MALO DE PHILY,47.867841549,-1.805403488
35310,ST SAUVEUR DES LANDES,35133,,ST SAUVEUR DES LANDES,48.346890049,-1.314272217
35312,ST SENOUX,35580,,ST SENOUX,47.910002646,-1.790014588
35318,ST THUAL,35190,,ST THUAL,48.335636892,-1.931787345
35321,SAULNIERES,35320,,SAULNIERES,47.919206014,-1.57784156
35325,LA SELLE GUERCHAISE,35130,,LA SELLE GUERCHAISE,47.942824585,-1.170410634
35332,TEILLAY,35620,,TEILLAY,47.807499789,-1.522451581
35350,VERGEAL,35680,,VERGEAL,48.035926798,-1.255657068
35354,VIEUX VIEL,35610,,VIEUX VIEL,48.501362594,-1.55338729
35357,VILLAMEE,35420,,VILLAMEE,48.455676105,-1.219277675
35361,LE VIVIER SUR MER,35960,,LE VIVIER SUR MER,48.59749784,-1.780929064
35003,ANDOUILLE NEUVILLE,35250,,ANDOUILLE NEUVILLE,48.297657345,-1.59581351
35006,ARGENTRE DU PLESSIS,35370,,ARGENTRE DU PLESSIS,48.048415915,-1.138440886
35019,BAZOUGES LA PEROUSE,35560,,BAZOUGES LA PEROUSE,48.440633568,-1.563596995
35022,BECHEREL,35190,,BECHEREL,48.2962972,-1.942863634
35033,BOURG DES COMPTES,35890,,BOURG DES COMPTES,47.921452877,-1.722294092
35034,LA BOUSSAC,35120,,LA BOUSSAC,48.51685482,-1.648943478
35037,BREAL SOUS MONTFORT,35310,,BREAL SOUS MONTFORT,48.044855823,-1.865591922
35055,CHANTEPIE,35135,,CHANTEPIE,48.082025446,-1.603859478
35059,LA CHAPELLE DES FOUGERETZ,35520,,LA CHAPELLE DES FOUGERETZ,48.177081793,-1.741313231
35061,LA CHAPELLE ERBREE,35500,,LA CHAPELLE ERBREE,48.140358071,-1.0896589
35069,CHATEAUGIRON,35410,,CHATEAUGIRON,48.048968229,-1.474638706
35075,CHAUVIGNE,35490,,CHAUVIGNE,48.37652357,-1.452166447
35077,CHELUN,35640,,CHELUN,47.85485826,-1.243524251
35078,CHERRUEIX,35120,,CHERRUEIX,48.594855555,-1.71550859
35084,COMBLESSAC,35330,,COMBLESSAC,47.872362356,-2.088404393
35086,COMBOURTILLE,35210,,COMBOURTILLE,48.266245208,-1.264458954
35092,CUGUEN,35270,,CUGUEN,48.440648262,-1.656344051
35101,DOURDAIN,35450,,DOURDAIN,48.19332383,-1.379902525
35106,ERCE EN LAMEE,35620,,ERCE EN LAMEE,47.817939975,-1.582416731
35112,FLEURIGNE,35133,,FLEURIGNE,48.361731329,-1.111788141
35124,GRAND FOUGERAY,35390,,GRAND FOUGERAY,47.73420778,-1.728304469
35125,LA GUERCHE DE BRETAGNE,35130,,LA GUERCHE DE BRETAGNE,47.943905146,-1.243222903
35126,GUICHEN,35580,,GUICHEN,47.965347345,-1.790206811
35136,JANZE,35150,,JANZE,47.942819635,-1.500820323
35145,LANGON,35660,,LANGON,47.733735609,-1.871838736
35146,LANGOUET,35630,,LANGOUET,48.254591018,-1.809648195
35149,LASSY,35580,,LASSY,47.972124737,-1.863996018
35150,LECOUSSE,35133,,LECOUSSE,48.359867855,-1.221026406
35152,LIFFRE,35340,,LIFFRE,48.204131984,-1.514377298
35156,LONGAULNAY,35190,,LONGAULNAY,48.309539615,-1.941104905
35162,LOUVIGNE DU DESERT,35420,,LOUVIGNE DU DESERT,48.48679995,-1.123481674
35163,LUITRE DOMPIERRE,35210,DOMPIERRE DU CHEMIN,LUITRE DOMPIERRE,48.286812702,-1.134053358
35167,MARTIGNE FERCHAUD,35640,,MARTIGNE FERCHAUD,47.828497078,-1.327648466
35168,VAL D ANAST,35330,MAURE DE BRETAGNE,VAL D ANAST,47.900118581,-2.0223224
35171,MEDREAC,35360,,MEDREAC,48.261190021,-2.060998579
35175,MERNEL,35330,,MERNEL,47.898750244,-1.95287698
35178,MEZIERES SUR COUESNON,35140,,MEZIERES SUR COUESNON,48.296882523,-1.43855502
35191,LES PORTES DU COGLAIS,35460,MONTOURS,LES PORTES DU COGLAIS,48.449190246,-1.335649608
